aX,aY,aZ,gX,gY,gZ
10.24, -0.32, 0.92, -0.08, 0.26, -0.03
10.33, -0.28, 1.17, -0.09, 0.14, -0.04
10.40, -0.25, 1.40, -0.09, 0.04, -0.04
10.41, -0.25, 1.40, -0.10, -0.09, -0.00
10.58, -0.25, 1.58, -0.10, -0.25, 0.04
10.08, -0.32, 0.82, -0.11, -0.34, 0.08
9.17, -0.36, -0.48, -0.10, -0.06, 0.06
9.64, -0.34, 0.11, -0.09, 0.25, 0.02
10.35, -0.28, 1.11, -0.08, 0.34, -0.01
10.27, -0.26, 0.99, -0.08, 0.26, -0.03
10.29, -0.28, 1.05, -0.09, 0.13, -0.03
10.38, -0.25, 1.34, -0.09, 0.02, -0.03
10.43, -0.25, 1.42, -0.10, -0.11, 0.01
10.54, -0.25, 1.53, -0.10, -0.28, 0.05
9.89, -0.32, 0.56, -0.11, -0.34, 0.08
9.24, -0.38, -0.37, -0.10, -0.01, 0.04
9.75, -0.29, 0.23, -0.09, 0.28, 0.00
10.44, -0.35, 1.33, -0.08, 0.32, -0.02
10.32, -0.26, 1.12, -0.08, 0.25, -0.02
10.27, -0.27, 1.08, -0.09, 0.13, -0.02
10.29, -0.24, 1.23, -0.09, -0.01, -0.00
10.48, -0.23, 1.49, -0.10, -0.12, 0.01
10.54, -0.26, 1.47, -0.11, -0.30, 0.04
9.60, -0.31, 0.14, -0.11, -0.31, 0.05
9.31, -0.34, -0.29, -0.09, 0.03, 0.04
9.80, -0.32, 0.32, -0.09, 0.30, 0.01
10.46, -0.31, 1.35, -0.08, 0.31, -0.01
10.40, -0.28, 1.27, -0.09, 0.25, -0.02
10.27, -0.28, 1.06, -0.09, 0.12, -0.01
10.30, -0.27, 1.17, -0.09, -0.03, -0.01
10.54, -0.23, 1.51, -0.10, -0.14, 0.00
10.32, -0.26, 1.17, -0.11, -0.34, 0.04
9.47, -0.31, -0.05, -0.11, -0.27, 0.05
9.36, -0.31, -0.29, -0.09, 0.07, 0.05
9.99, -0.45, 0.58, -0.08, 0.34, 0.02
10.40, -0.26, 1.21, -0.08, 0.29, -0.00
10.43, -0.27, 1.40, -0.09, 0.23, -0.02
10.35, -0.24, 1.28, -0.09, 0.09, -0.04
10.29, -0.26, 1.17, -0.09, -0.04, -0.02
10.54, -0.23, 1.56, -0.10, -0.16, 0.00
10.27, -0.26, 1.08, -0.11, -0.34, 0.06
9.35, -0.32, -0.21, -0.10, -0.24, 0.07
9.35, -0.29, -0.27, -0.09, 0.11, 0.06
10.10, -0.38, 0.68, -0.08, 0.35, 0.01
10.40, -0.27, 1.23, -0.08, 0.29, -0.00
10.41, -0.25, 1.33, -0.09, 0.18, -0.04
10.38, -0.26, 1.36, -0.09, 0.08, -0.04
10.31, -0.26, 1.19, -0.10, -0.05, -0.02
10.58, -0.24, 1.58, -0.10, -0.21, 0.04
10.19, -0.25, 0.96, -0.11, -0.34, 0.07
9.29, -0.37, -0.33, -0.10, -0.20, 0.08
9.50, -0.48, -0.06, -0.09, 0.20, 0.03
10.20, -0.29, 0.84, -0.08, 0.35, -0.01
10.26, -0.33, 0.93, -0.08, 0.27, -0.02
10.36, -0.26, 1.24, -0.09, 0.16, -0.03
10.38, -0.25, 1.40, -0.09, 0.06, -0.02
10.33, -0.22, 1.25, -0.10, -0.06, -0.00
10.59, -0.23, 1.61, -0.10, -0.23, 0.04
10.16, -0.29, 0.94, -0.11, -0.34, 0.07
9.25, -0.34, -0.34, -0.10, -0.16, 0.06
9.60, -0.43, 0.07, -0.09, 0.23, 0.01
10.30, -0.26, 1.03, -0.08, 0.35, -0.02
10.26, -0.32, 0.94, -0.08, 0.26, -0.02
10.30, -0.28, 1.14, -0.09, 0.14, -0.02
10.38, -0.25, 1.39, -0.09, 0.04, -0.01
10.41, -0.27, 1.38, -0.10, -0.09, 0.01
10.60, -0.26, 1.54, -0.10, -0.25, 0.03
10.08, -0.31, 0.80, -0.11, -0.34, 0.06
9.19, -0.35, -0.47, -0.10, -0.05, 0.04
9.67, -0.35, 0.14, -0.09, 0.25, 0.01
10.34, -0.30, 1.12, -0.08, 0.34, -0.01
10.27, -0.26, 1.01, -0.09, 0.26, -0.02
10.27, -0.28, 1.06, -0.09, 0.13, -0.01
10.37, -0.23, 1.34, -0.09, 0.02, 0.00
10.44, -0.23, 1.42, -0.10, -0.10, 0.00
10.54, -0.25, 1.50, -0.10, -0.27, 0.03
9.75, -0.29, 0.36, -0.11, -0.32, 0.05
9.30, -0.36, -0.34, -0.10, -0.01, 0.05
9.79, -0.30, 0.26, -0.09, 0.28, 0.02
10.41, -0.35, 1.29, -0.08, 0.31, 0.01
10.33, -0.27, 1.18, -0.09, 0.25, -0.02
10.25, -0.26, 1.08, -0.09, 0.13, -0.02
10.29, -0.25, 1.19, -0.09, -0.01, -0.02
10.47, -0.23, 1.47, -0.10, -0.12, 0.00
10.51, -0.27, 1.41, -0.11, -0.29, 0.04
9.63, -0.30, 0.17, -0.11, -0.30, 0.07
9.33, -0.37, -0.29, -0.10, 0.03, 0.05
9.84, -0.35, 0.37, -0.09, 0.30, 0.03
10.41, -0.31, 1.26, -0.08, 0.30, -0.01
10.38, -0.29, 1.27, -0.09, 0.24, -0.03
10.34, -0.27, 1.19, -0.09, 0.11, -0.04
10.28, -0.27, 1.15, -0.09, -0.03, -0.02
10.36, -0.18, 1.54, -0.10, -0.14, 0.01
10.32, -0.27, 1.19, -0.11, -0.33, 0.07
9.50, -0.28, -0.04, -0.11, -0.28, 0.07
9.31, -0.29, -0.27, -0.09, 0.07, 0.05
10.06, -0.44, 0.60, -0.08, 0.34, -0.00
10.41, -0.27, 1.20, -0.08, 0.29, -0.02
10.42, -0.30, 1.40, -0.09, 0.23, -0.03
10.35, -0.25, 1.29, -0.09, 0.09, -0.02
10.31, -0.25, 1.17, -0.09, -0.04, -0.01
10.53, -0.23, 1.54, -0.10, -0.16, 0.03
10.29, -0.26, 1.09, -0.11, -0.34, 0.06
9.35, -0.34, -0.20, -0.10, -0.24, 0.07
9.37, -0.31, -0.24, -0.09, 0.11, 0.03
10.09, -0.41, 0.68, -0.08, 0.35, -0.01
10.34, -0.29, 1.07, -0.08, 0.28, -0.02
10.41, -0.27, 1.36, -0.09, 0.18, -0.01
10.37, -0.27, 1.33, -0.09, 0.08, -0.01
10.29, -0.27, 1.19, -0.10, -0.04, 0.01
10.58, -0.24, 1.58, -0.10, -0.21, 0.02
10.18, -0.29, 0.94, -0.11, -0.35, 0.05
9.25, -0.38, -0.34, -0.10, -0.21, 0.05
9.47, -0.47, -0.10, -0.09, 0.19, 0.03
10.21, -0.30, 0.82, -0.08, 0.36, -0.01
10.28, -0.33, 0.96, -0.08, 0.27, -0.01
10.38, -0.23, 1.25, -0.09, 0.16, -0.01
10.40, -0.25, 1.37, -0.09, 0.06, -0.00
10.33, -0.23, 1.23, -0.10, -0.06, 0.00
10.60, -0.23, 1.62, -0.10, -0.23, 0.02
10.14, -0.26, 0.93, -0.11, -0.35, 0.04
9.18, -0.32, -0.43, -0.10, -0.11, 0.05
9.57, -0.44, 0.06, -0.09, 0.23, 0.03
10.28, -0.26, 0.98, -0.08, 0.35, 0.01
10.25, -0.33, 0.93, -0.08, 0.26, -0.01
10.31, -0.27, 1.15, -0.09, 0.14, -0.02
10.38, -0.23, 1.37, -0.09, 0.04, -0.02
10.39, -0.25, 1.36, -0.10, -0.09, -0.01
10.61, -0.27, 1.58, -0.10, -0.26, 0.03
10.09, -0.30, 0.77, -0.11, -0.35, 0.05
9.17, -0.35, -0.50, -0.10, -0.06, 0.06
9.67, -0.37, 0.09, -0.09, 0.25, 0.03
10.34, -0.30, 1.10, -0.08, 0.35, 0.01
10.28, -0.29, 0.98, -0.09, 0.26, -0.02
10.28, -0.30, 1.10, -0.09, 0.13, -0.03
10.33, -0.27, 1.31, -0.09, 0.00, -0.03
10.33, -0.25, 1.45, -0.10, -0.10, 0.00
10.59, -0.28, 1.57, -0.10, -0.28, 0.04
9.77, -0.32, 0.33, -0.11, -0.33, 0.08
8.80, -0.32, -0.33, -0.10, -0.03, 0.06
9.67, -0.27, 0.16, -0.09, 0.28, 0.02
10.47, -0.30, 1.32, -0.08, 0.32, -0.02
10.39, -0.29, 1.17, -0.08, 0.26, -0.03
10.53, -0.29, 1.17, -0.09, 0.13, -0.04
10.29, -0.28, 1.30, -0.09, -0.01, -0.01
10.30, -0.20, 1.49, -0.10, -0.12, 0.01
10.58, -0.24, 1.52, -0.11, -0.29, 0.05
9.77, -0.28, 0.16, -0.11, -0.31, 0.07
9.39, -0.38, -0.31, -0.10, 0.02, 0.04
9.81, -0.34, 0.27, -0.09, 0.29, 0.01
10.38, -0.30, 1.28, -0.08, 0.31, -0.02
10.36, -0.31, 1.19, -0.08, 0.25, -0.02
10.29, -0.27, 1.12, -0.09, 0.11, -0.01
10.31, -0.29, 1.19, -0.09, -0.02, 0.00
10.50, -0.26, 1.55, -0.10, -0.13, 0.01
10.33, -0.28, 1.26, -0.11, -0.32, 0.04
9.53, -0.32, 0.07, -0.11, -0.28, 0.05
9.33, -0.34, -0.27, -0.09, 0.06, 0.03
9.97, -0.42, 0.56, -0.08, 0.33, 0.01
10.41, -0.23, 1.25, -0.08, 0.29, -0.01
10.44, -0.27, 1.37, -0.09, 0.23, -0.01
10.34, -0.23, 1.29, -0.09, 0.10, -0.01
10.24, -0.25, 1.19, -0.09, -0.03, -0.01
10.51, -0.21, 1.55, -0.10, -0.15, 0.00
10.30, -0.25, 1.19, -0.11, -0.32, 0.04
9.44, -0.30, -0.04, -0.10, -0.26, 0.05
9.38, -0.36, -0.18, -0.09, 0.14, 0.05
10.08, -0.41, 0.68, -0.08, 0.33, 0.02
10.35, -0.28, 1.06, -0.08, 0.27, 0.00
10.41, -0.26, 1.35, -0.09, 0.18, -0.03
10.36, -0.27, 1.33, -0.09, 0.08, -0.03
10.29, -0.25, 1.19, -0.09, -0.04, -0.02
10.54, -0.22, 1.55, -0.10, -0.19, 0.01
10.26, -0.26, 1.07, -0.11, -0.33, 0.05
9.34, -0.35, -0.21, -0.10, -0.23, 0.06
9.45, -0.43, -0.11, -0.09, 0.17, 0.05
10.13, -0.36, 0.78, -0.08, 0.34, 0.01
10.28, -0.30, 1.02, -0.08, 0.27, -0.01
10.38, -0.24, 1.30, -0.09, 0.17, -0.04
10.39, -0.25, 1.37, -0.09, 0.07, -0.04
10.31, -0.24, 1.20, -0.10, -0.05, -0.02
10.55, -0.25, 1.55, -0.10, -0.21, 0.03
10.18, -0.27, 0.99, -0.11, -0.33, 0.07
9.25, -0.35, -0.36, -0.10, -0.14, 0.07
9.52, -0.46, -0.01, -0.09, 0.20, 0.03
10.23, -0.28, 0.90, -0.08, 0.34, -0.01
10.24, -0.37, 0.91, -0.08, 0.26, -0.03
10.32, -0.27, 1.22, -0.09, 0.15, -0.04
10.39, -0.26, 1.37, -0.09, 0.05, -0.03
10.37, -0.25, 1.30, -0.10, -0.07, 0.01
10.57, -0.23, 1.53, -0.10, -0.23, 0.04
10.15, -0.30, 0.92, -0.11, -0.34, 0.08
9.19, -0.36, -0.46, -0.10, -0.10, 0.05
9.60, -0.46, 0.04, -0.09, 0.23, 0.02
10.28, -0.27, 1.03, -0.08, 0.35, -0.02
10.25, -0.34, 0.92, -0.08, 0.26, -0.03
10.30, -0.28, 1.12, -0.09, 0.14, -0.02
10.35, -0.24, 1.28, -0.09, 0.01, -0.00
10.37, -0.23, 1.35, -0.10, -0.09, 0.01
10.57, -0.26, 1.54, -0.10, -0.24, 0.04
9.88, -0.34, 0.52, -0.11, -0.33, 0.05
9.20, -0.33, -0.41, -0.10, -0.06, 0.04
9.69, -0.35, 0.16, -0.09, 0.25, 0.01
10.39, -0.36, 1.27, -0.08, 0.33, -0.00
10.26, -0.27, 1.01, -0.09, 0.26, -0.02
10.27, -0.29, 1.07, -0.09, 0.13, -0.01
10.32, -0.27, 1.25, -0.09, 0.00, -0.01
10.41, -0.27, 1.42, -0.10, -0.10, 0.00
10.56, -0.26, 1.51, -0.10, -0.26, 0.03
9.75, -0.32, 0.37, -0.11, -0.32, 0.05
9.19, -0.35, -0.42, -0.10, -0.03, 0.05
9.84, -0.30, 0.35, -0.08, 0.30, 0.03
10.43, -0.36, 1.24, -0.08, 0.32, 0.01
10.36, -0.25, 1.05, -0.08, 0.25, -0.02
10.26, -0.26, 1.08, -0.09, 0.12, -0.03
10.28, -0.26, 1.21, -0.09, -0.01, -0.02
10.44, -0.26, 1.43, -0.10, -0.11, 0.00
10.47, -0.30, 1.33, -0.11, -0.31, 0.05
9.69, -0.31, 0.22, -0.11, -0.31, 0.06
9.26, -0.38, -0.34, -0.10, 0.01, 0.05
9.90, -0.39, 0.45, -0.08, 0.32, 0.02
10.41, -0.31, 1.29, -0.08, 0.31, 0.00
10.36, -0.26, 1.21, -0.09, 0.25, -0.03
10.30, -0.23, 1.13, -0.09, 0.11, -0.04
10.30, -0.27, 1.16, -0.09, -0.02, -0.02
10.49, -0.26, 1.48, -0.10, -0.13, 0.01
10.41, -0.26, 1.27, -0.11, -0.32, 0.06
9.59, -0.28, 0.07, -0.11, -0.29, 0.07
9.39, -0.29, -0.28, -0.09, 0.10, 0.04
9.97, -0.43, 0.51, -0.08, 0.33, 0.00
10.42, -0.26, 1.25, -0.08, 0.30, -0.02
10.43, -0.29, 1.41, -0.09, 0.21, -0.03
10.31, -0.26, 1.20, -0.09, 0.10, -0.03
10.28, -0.26, 1.16, -0.09, -0.03, -0.01
10.53, -0.23, 1.57, -0.10, -0.17, 0.03
10.33, -0.25, 1.20, -0.11, -0.33, 0.06
9.48, -0.30, -0.03, -0.11, -0.27, 0.07
9.34, -0.30, -0.30, -0.09, 0.13, 0.02
10.01, -0.42, 0.63, -0.08, 0.34, -0.01
10.40, -0.24, 1.18, -0.08, 0.29, -0.02
10.42, -0.27, 1.42, -0.09, 0.20, -0.01
10.36, -0.26, 1.31, -0.09, 0.09, -0.01
10.32, -0.23, 1.25, -0.10, -0.05, 0.01
10.54, -0.22, 1.57, -0.10, -0.19, 0.02
10.48, -0.27, 1.40, -0.11, -0.30, 0.06
9.26, -0.35, -0.32, -0.10, -0.19, 0.04
9.42, -0.40, -0.16, -0.09, 0.16, 0.03
10.12, -0.35, 0.74, -0.08, 0.34, -0.01
10.25, -0.34, 0.91, -0.08, 0.26, -0.00
10.40, -0.24, 1.33, -0.09, 0.18, -0.01
10.38, -0.26, 1.35, -0.09, 0.08, -0.01
10.35, -0.24, 1.26, -0.10, -0.06, -0.01
10.58, -0.24, 1.57, -0.10, -0.21, 0.01
10.23, -0.26, 1.01, -0.11, -0.35, 0.04
9.22, -0.35, -0.37, -0.10, -0.16, 0.05
9.45, -0.46, -0.07, -0.09, 0.19, 0.04
10.28, -0.26, 1.01, -0.08, 0.35, 0.01
10.23, -0.39, 0.93, -0.08, 0.26, -0.00
10.36, -0.25, 1.28, -0.09, 0.16, -0.02
10.38, -0.25, 1.36, -0.09, 0.04, -0.03
10.35, -0.24, 1.30, -0.10, -0.07, -0.02
10.58, -0.23, 1.57, -0.10, -0.22, 0.02
10.04, -0.28, 0.76, -0.11, -0.35, 0.07
9.20, -0.32, -0.45, -0.10, -0.12, 0.06
9.54, -0.45, -0.02, -0.09, 0.22, 0.04
10.34, -0.30, 1.13, -0.08, 0.35, 0.01
10.24, -0.35, 0.91, -0.08, 0.26, -0.02
10.33, -0.27, 1.20, -0.09, 0.15, -0.03
10.37, -0.24, 1.35, -0.09, 0.02, -0.04
10.37, -0.27, 1.35, -0.10, -0.08, -0.01
10.57, -0.25, 1.58, -0.10, -0.23, 0.03
9.97, -0.33, 0.65, -0.11, -0.33, 0.08
9.17, -0.36, -0.46, -0.10, -0.08, 0.06
9.77, -0.30, 0.26, -0.09, 0.27, 0.01
10.35, -0.35, 1.23, -0.08, 0.33, -0.01
10.24, -0.29, 0.98, -0.08, 0.26, -0.03
10.26, -0.31, 1.06, -0.09, 0.13, -0.02
10.34, -0.25, 1.30, -0.09, 0.01, -0.02
10.41, -0.25, 1.40, -0.10, -0.09, 0.00
10.56, -0.25, 1.50, -0.10, -0.28, 0.05
9.89, -0.34, 0.51, -0.11, -0.33, 0.08
9.18, -0.36, -0.47, -0.10, -0.05, 0.05
9.84, -0.30, 0.34, -0.09, 0.29, 0.00
10.40, -0.39, 1.24, -0.08, 0.32, -0.02
10.30, -0.27, 1.08, -0.09, 0.26, -0.03
10.26, -0.28, 1.10, -0.09, 0.12, -0.01
10.31, -0.25, 1.25, -0.09, -0.00, -0.01
10.47, -0.23, 1.50, -0.10, -0.13, 0.00
10.50, -0.27, 1.40, -0.11, -0.30, 0.04
9.73, -0.32, 0.32, -0.11, -0.32, 0.06
9.33, -0.33, -0.27, -0.09, 0.04, 0.04
9.90, -0.33, 0.44, -0.08, 0.31, 0.01
10.43, -0.35, 1.27, -0.08, 0.32, -0.01
10.40, -0.29, 1.31, -0.09, 0.24, -0.01
10.27, -0.27, 1.10, -0.09, 0.12, -0.01
10.31, -0.26, 1.20, -0.09, -0.01, -0.00
10.49, -0.24, 1.54, -0.10, -0.14, -0.00
10.45, -0.28, 1.37, -0.11, -0.31, 0.03
9.66, -0.29, 0.25, -0.11, -0.31, 0.05
9.34, -0.33, -0.29, -0.09, 0.08, 0.05
9.91, -0.41, 0.49, -0.08, 0.32, 0.02
10.36, -0.26, 1.20, -0.08, 0.28, -0.00
10.42, -0.27, 1.40, -0.09, 0.22, -0.03
10.31, -0.23, 1.16, -0.09, 0.11, -0.03
10.30, -0.25, 1.16, -0.09, -0.03, -0.02
10.54, -0.21, 1.55, -0.10, -0.16, 0.01
10.42, -0.27, 1.30, -0.11, -0.32, 0.04
9.38, -0.34, -0.16, -0.10, -0.25, 0.07
9.33, -0.28, -0.28, -0.09, 0.10, 0.05
9.96, -0.44, 0.55, -0.08, 0.33, 0.03
10.34, -0.28, 1.08, -0.08, 0.28, -0.01
10.44, -0.28, 1.43, -0.09, 0.21, -0.04
10.34, -0.24, 1.21, -0.09, 0.10, -0.04
10.31, -0.24, 1.18, -0.09, -0.04, -0.02
10.53, -0.22, 1.54, -0.10, -0.17, 0.02
10.32, -0.25, 1.14, -0.11, -0.33, 0.06
9.28, -0.34, -0.28, -0.10, -0.22, 0.07
9.36, -0.32, -0.25, -0.09, 0.13, 0.04
10.18, -0.32, 0.82, -0.08, 0.35, -0.01
10.28, -0.33, 1.01, -0.08, 0.27, -0.02
10.41, -0.26, 1.43, -0.09, 0.19, -0.04
10.37, -0.24, 1.39, -0.09, 0.07, -0.02
10.30, -0.22, 1.22, -0.10, -0.05, 0.00
10.55, -0.19, 1.54, -0.10, -0.19, 0.04
10.19, -0.26, 0.99, -0.11, -0.34, 0.06
9.28, -0.35, -0.28, -0.10, -0.20, 0.06
9.41, -0.40, -0.15, -0.09, 0.16, 0.03
10.21, -0.28, 0.89, -0.08, 0.35, -0.02
10.24, -0.35, 0.95, -0.08, 0.27, -0.02
10.41, -0.26, 1.35, -0.09, 0.18, -0.02
10.39, -0.24, 1.35, -0.09, 0.05, -0.00
10.33, -0.23, 1.24, -0.10, -0.06, 0.01
10.59, -0.26, 1.59, -0.10, -0.24, 0.03
10.13, -0.31, 0.88, -0.11, -0.35, 0.05
9.22, -0.36, -0.40, -0.10, -0.17, 0.04
9.55, -0.46, -0.01, -0.09, 0.23, 0.02
10.27, -0.28, 0.99, -0.08, 0.36, -0.00
10.23, -0.40, 0.90, -0.08, 0.27, -0.01
10.31, -0.29, 1.15, -0.09, 0.15, -0.01
10.38, -0.24, 1.38, -0.09, 0.04, -0.01
10.36, -0.26, 1.28, -0.10, -0.07, 0.00
10.59, -0.25, 1.60, -0.10, -0.25, 0.02
10.10, -0.30, 0.84, -0.11, -0.34, 0.04
9.22, -0.34, -0.42, -0.10, -0.13, 0.04
9.65, -0.38, 0.10, -0.09, 0.25, 0.03
10.34, -0.25, 1.11, -0.08, 0.35, 0.01
10.24, -0.37, 0.91, -0.08, 0.26, -0.00
10.31, -0.29, 1.09, -0.09, 0.14, -0.02
10.38, -0.23, 1.36, -0.09, 0.03, -0.02
10.42, -0.24, 1.41, -0.10, -0.10, -0.00
10.58, -0.26, 1.56, -0.10, -0.26, 0.03
10.03, -0.34, 0.72, -0.11, -0.34, 0.06
9.19, -0.36, -0.43, -0.10, -0.04, 0.06
9.72, -0.33, 0.19, -0.09, 0.27, 0.02
10.37, -0.33, 1.15, -0.08, 0.34, 0.01
10.31, -0.27, 1.06, -0.08, 0.26, -0.03
10.27, -0.31, 1.06, -0.09, 0.13, -0.03
10.34, -0.25, 1.30, -0.09, 0.02, -0.03
10.43, -0.25, 1.45, -0.10, -0.11, 0.01
10.54, -0.25, 1.51, -0.10, -0.28, 0.05
9.93, -0.33, 0.59, -0.11, -0.34, 0.08
9.25, -0.37, -0.35, -0.10, -0.01, 0.05
9.78, -0.29, 0.27, -0.09, 0.28, 0.01
10.43, -0.34, 1.30, -0.08, 0.32, -0.02
10.35, -0.26, 1.14, -0.09, 0.25, -0.03
10.28, -0.28, 1.07, -0.09, 0.13, -0.03
10.30, -0.27, 1.21, -0.09, -0.01, -0.01
10.47, -0.24, 1.51, -0.10, -0.12, 0.01
10.53, -0.26, 1.48, -0.10, -0.29, 0.05
9.64, -0.32, 0.21, -0.11, -0.30, 0.06
9.28, -0.38, -0.27, -0.10, 0.02, 0.04
9.83, -0.32, 0.32, -0.09, 0.29, 0.00
10.45, -0.33, 1.29, -0.08, 0.31, -0.02
10.40, -0.30, 1.24, -0.09, 0.25, -0.02
10.28, -0.30, 1.08, -0.09, 0.12, -0.02
10.27, -0.29, 1.18, -0.09, -0.02, -0.00
10.47, -0.24, 1.51, -0.10, -0.13, 0.01
10.36, -0.27, 1.26, -0.11, -0.32, 0.03
9.59, -0.28, 0.11, -0.11, -0.29, 0.05
9.34, -0.32, -0.26, -0.09, 0.05, 0.04
9.94, -0.42, 0.52, -0.08, 0.33, 0.02
10.39, -0.27, 1.24, -0.08, 0.29, -0.01
10.40, -0.28, 1.32, -0.09, 0.24, -0.01
10.31, -0.25, 1.20, -0.09, 0.10, -0.02
10.29, -0.25, 1.15, -0.09, -0.02, -0.01
10.49, -0.23, 1.47, -0.10, -0.14, -0.00
10.31, -0.27, 1.17, -0.11, -0.32, 0.04
9.49, -0.32, -0.00, -0.10, -0.26, 0.05
9.36, -0.34, -0.23, -0.09, 0.07, 0.05
10.03, -0.45, 0.64, -0.08, 0.33, 0.02
10.34, -0.28, 1.16, -0.08, 0.28, 0.00
10.41, -0.30, 1.40, -0.09, 0.22, -0.02
10.36, -0.27, 1.28, -0.09, 0.09, -0.03
10.30, -0.25, 1.16, -0.09, -0.03, -0.02
10.52, -0.19, 1.48, -0.10, -0.18, 0.02
10.29, -0.22, 1.11, -0.11, -0.32, 0.05
9.42, -0.33, -0.11, -0.10, -0.24, 0.07
9.44, -0.37, -0.15, -0.09, 0.15, 0.05
9.86, -0.34, 0.41, -0.09, 0.30, 0.02
10.30, -0.26, 1.09, -0.08, 0.27, -0.01
10.39, -0.24, 1.35, -0.09, 0.18, -0.04
10.38, -0.27, 1.35, -0.09, 0.08, -0.04
10.29, -0.24, 1.17, -0.10, -0.04, -0.02
10.52, -0.24, 1.48, -0.10, -0.19, 0.03
10.25, -0.27, 1.06, -0.11, -0.32, 0.07
9.37, -0.35, -0.20, -0.10, -0.22, 0.07
9.49, -0.43, -0.06, -0.09, 0.17, 0.03
9.91, -0.40, 0.49, -0.08, 0.30, 0.03
10.23, -0.39, 0.89, -0.08, 0.25, -0.02
10.38, -0.24, 1.28, -0.09, 0.17, -0.03
10.39, -0.26, 1.37, -0.09, 0.07, -0.02
10.35, -0.24, 1.30, -0.10, -0.06, 0.01
10.52, -0.24, 1.53, -0.10, -0.20, 0.04
10.19, -0.26, 1.02, -0.11, -0.33, 0.07
9.28, -0.35, -0.32, -0.10, -0.14, 0.05
9.52, -0.45, 0.01, -0.09, 0.19, 0.02
10.21, -0.29, 0.92, -0.08, 0.34, -0.02
10.23, -0.38, 0.90, -0.08, 0.25, -0.01
10.35, -0.27, 1.24, -0.09, 0.16, -0.02
10.41, -0.26, 1.41, -0.09, 0.06, -0.01
10.35, -0.25, 1.31, -0.10, -0.07, 0.01
10.53, -0.24, 1.51, -0.10, -0.21, 0.03
10.08, -0.29, 0.83, -0.11, -0.33, 0.04
9.21, -0.34, -0.41, -0.10, -0.12, 0.04
9.55, -0.48, 0.00, -0.09, 0.21, 0.02
10.35, -0.30, 1.10, -0.08, 0.33, 0.01
10.24, -0.34, 0.89, -0.08, 0.26, -0.01
10.32, -0.27, 1.18, -0.09, 0.15, -0.01
10.35, -0.23, 1.35, -0.09, 0.02, -0.01
10.36, -0.23, 1.36, -0.10, -0.08, -0.00
10.58, -0.25, 1.57, -0.10, -0.23, 0.02
10.01, -0.34, 0.72, -0.11, -0.33, 0.05
9.19, -0.34, -0.41, -0.10, -0.09, 0.05
9.61, -0.42, 0.09, -0.09, 0.23, 0.03
10.37, -0.34, 1.19, -0.08, 0.33, 0.01
10.27, -0.31, 0.95, -0.08, 0.26, -0.01
10.32, -0.29, 1.13, -0.09, 0.14, -0.02
10.34, -0.27, 1.30, -0.09, 0.01, -0.03
10.39, -0.28, 1.38, -0.10, -0.09, -0.01
10.54, -0.26, 1.49, -0.10, -0.28, 0.04
9.88, -0.34, 0.51, -0.11, -0.33, 0.07
9.16, -0.35, -0.45, -0.10, -0.06, 0.06
9.79, -0.29, 0.30, -0.09, 0.28, 0.02
10.39, -0.37, 1.23, -0.08, 0.33, 0.00
10.27, -0.28, 0.97, -0.08, 0.26, -0.02
10.25, -0.29, 1.05, -0.09, 0.12, -0.03
10.31, -0.26, 1.24, -0.09, 0.00, -0.03
10.41, -0.25, 1.40, -0.10, -0.10, -0.00
10.51, -0.27, 1.47, -0.11, -0.30, 0.05
9.78, -0.33, 0.39, -0.11, -0.33, 0.08
9.20, -0.36, -0.41, -0.10, -0.03, 0.05
9.82, -0.32, 0.33, -0.08, 0.30, 0.00
10.42, -0.37, 1.27, -0.08, 0.33, -0.02
10.36, -0.29, 1.22, -0.09, 0.24, -0.02
10.29, -0.27, 1.09, -0.09, 0.12, -0.02
10.33, -0.27, 1.26, -0.09, -0.01, -0.01
10.51, -0.23, 1.52, -0.10, -0.14, 0.01
10.45, -0.27, 1.38, -0.11, -0.32, 0.05
9.65, -0.34, 0.25, -0.11, -0.32, 0.07
9.33, -0.35, -0.27, -0.09, 0.05, 0.03
9.85, -0.36, 0.35, -0.08, 0.31, 0.00
10.44, -0.36, 1.33, -0.08, 0.33, -0.02
10.39, -0.30, 1.28, -0.09, 0.24, -0.01
10.28, -0.27, 1.08, -0.09, 0.11, -0.01
10.32, -0.28, 1.23, -0.09, -0.01, -0.00
10.54, -0.24, 1.54, -0.10, -0.15, 0.00
10.42, -0.27, 1.30, -0.11, -0.32, 0.03
9.45, -0.32, -0.09, -0.11, -0.27, 0.05
9.35, -0.29, -0.28, -0.09, 0.08, 0.04
9.87, -0.41, 0.45, -0.08, 0.32, 0.02
10.40, -0.24, 1.24, -0.08, 0.29, -0.00
10.43, -0.29, 1.36, -0.09, 0.23, -0.02
10.31, -0.25, 1.13, -0.09, 0.11, -0.02
10.30, -0.25, 1.16, -0.09, -0.03, -0.02
10.55, -0.23, 1.54, -0.10, -0.16, 0.00
10.39, -0.27, 1.25, -0.11, -0.33, 0.04
9.39, -0.34, -0.17, -0.10, -0.25, 0.06
9.38, -0.32, -0.26, -0.09, 0.10, 0.05
9.93, -0.45, 0.51, -0.08, 0.33, 0.03
10.34, -0.28, 1.14, -0.08, 0.28, -0.01
10.42, -0.29, 1.39, -0.09, 0.22, -0.03
10.32, -0.26, 1.20, -0.09, 0.10, -0.03
